,param_classifier,param_classifier__C,param_classifier__gamma,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
32,SVC(gamma=0.1),0.1,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 0.1, 'classifier__gamma': 10.0}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
33,SVC(gamma=0.1),0.1,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 0.1, 'classifier__gamma': 100.0}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
34,SVC(gamma=0.1),0.1,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 0.1, 'classifier__gamma': 1000.0}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
35,SVC(gamma=0.1),0.1,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 0.1, 'classifier__gamma': 10000.0}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
36,SVC(gamma=0.1),1.0,0.0001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 0.0001}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
37,SVC(gamma=0.1),1.0,0.001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 0.001}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
38,SVC(gamma=0.1),1.0,0.01,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 0.01}",0.1373,1,0.1894,0.6385,7,0.6802,-0.3051,3,-0.272,0.6551,65,0.6879
39,SVC(gamma=0.1),1.0,0.1,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 0.1}",0.137,3,0.582,0.6564,1,0.8726,-0.3037,1,-0.111,0.6414,68,0.8615
40,SVC(gamma=0.1),1.0,1.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 1.0}",0.1132,11,0.9976,0.595,14,0.9995,-0.3204,8,-0.0004,0.659,1,0.9991
41,SVC(gamma=0.1),1.0,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 10.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
42,SVC(gamma=0.1),1.0,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 100.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
43,SVC(gamma=0.1),1.0,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 1000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
44,SVC(gamma=0.1),1.0,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1.0, 'classifier__gamma': 10000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
45,SVC(gamma=0.1),10.0,0.0001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 0.0001}",0.1108,16,0.1346,0.5935,20,0.612,-0.3224,13,-0.3073,0.6565,6,0.6721
46,SVC(gamma=0.1),10.0,0.001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 0.001}",0.1348,7,0.2086,0.6436,6,0.6944,-0.3064,4,-0.2643,0.6472,67,0.6908
47,SVC(gamma=0.1),10.0,0.01,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 0.01}",0.1346,8,0.3227,0.65,4,0.7625,-0.3097,7,-0.2112,0.6358,69,0.7388
48,SVC(gamma=0.1),10.0,0.1,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 0.1}",0.1107,75,0.9976,0.6043,10,0.9995,-0.342,74,-0.0004,0.6024,74,0.9991
49,SVC(gamma=0.1),10.0,1.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 1.0}",0.1132,11,0.9976,0.595,14,0.9995,-0.3204,8,-0.0004,0.659,1,0.9991
50,SVC(gamma=0.1),10.0,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 10.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
51,SVC(gamma=0.1),10.0,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 100.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
52,SVC(gamma=0.1),10.0,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 1000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
53,SVC(gamma=0.1),10.0,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10.0, 'classifier__gamma': 10000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
54,SVC(gamma=0.1),100.0,0.0001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 0.0001}",0.1372,2,0.2121,0.6467,5,0.6962,-0.304,2,-0.263,0.6501,66,0.6918
55,SVC(gamma=0.1),100.0,0.001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 0.001}",0.1349,6,0.2682,0.6544,3,0.7356,-0.3076,5,-0.2367,0.635,70,0.7081
56,SVC(gamma=0.1),100.0,0.01,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 0.01}",0.1156,10,0.8146,0.5949,19,0.9457,-0.3452,78,-0.0463,0.6008,78,0.953
57,SVC(gamma=0.1),100.0,0.1,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 0.1}",0.1107,75,0.9976,0.6043,10,0.9995,-0.342,74,-0.0004,0.6024,74,0.9991
58,SVC(gamma=0.1),100.0,1.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 1.0}",0.1132,11,0.9976,0.595,14,0.9995,-0.3204,8,-0.0004,0.659,1,0.9991
59,SVC(gamma=0.1),100.0,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 10.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
60,SVC(gamma=0.1),100.0,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 100.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
61,SVC(gamma=0.1),100.0,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 1000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
62,SVC(gamma=0.1),100.0,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 100.0, 'classifier__gamma': 10000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
63,SVC(gamma=0.1),1000.0,0.0001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 0.0001}",0.1325,9,0.2631,0.655,2,0.7321,-0.3076,5,-0.2399,0.6344,71,0.7046
64,SVC(gamma=0.1),1000.0,0.001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 0.001}",0.137,3,0.3632,0.6158,9,0.7811,-0.3341,73,-0.192,0.6132,73,0.7664
65,SVC(gamma=0.1),1000.0,0.01,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 0.01}",0.0988,80,0.9976,0.5644,80,0.9995,-0.3755,80,-0.0004,0.5636,80,0.9991
66,SVC(gamma=0.1),1000.0,0.1,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 0.1}",0.1107,75,0.9976,0.6043,10,0.9995,-0.342,74,-0.0004,0.6024,74,0.9991
67,SVC(gamma=0.1),1000.0,1.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 1.0}",0.1132,11,0.9976,0.595,14,0.9995,-0.3204,8,-0.0004,0.659,1,0.9991
68,SVC(gamma=0.1),1000.0,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 10.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
69,SVC(gamma=0.1),1000.0,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 100.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
70,SVC(gamma=0.1),1000.0,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 1000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
71,SVC(gamma=0.1),1000.0,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 1000.0, 'classifier__gamma': 10000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
72,SVC(gamma=0.1),10000.0,0.0001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 0.0001}",0.135,5,0.3005,0.6212,8,0.7501,-0.3307,72,-0.2202,0.6161,72,0.7329
73,SVC(gamma=0.1),10000.0,0.001,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 0.001}",0.1083,79,0.8219,0.5849,79,0.9474,-0.358,79,-0.045,0.5831,79,0.9526
74,SVC(gamma=0.1),10000.0,0.01,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 0.01}",0.0988,80,0.9976,0.5644,80,0.9995,-0.3755,80,-0.0004,0.5636,80,0.9991
75,SVC(gamma=0.1),10000.0,0.1,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 0.1}",0.1107,75,0.9976,0.6043,10,0.9995,-0.342,74,-0.0004,0.6024,74,0.9991
76,SVC(gamma=0.1),10000.0,1.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 1.0}",0.1132,11,0.9976,0.595,14,0.9995,-0.3204,8,-0.0004,0.659,1,0.9991
77,SVC(gamma=0.1),10000.0,10.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 10.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
78,SVC(gamma=0.1),10000.0,100.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 100.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
79,SVC(gamma=0.1),10000.0,1000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 1000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991
80,SVC(gamma=0.1),10000.0,10000.0,"{'classifier': SVC(gamma=0.1), 'classifier__C': 10000.0, 'classifier__gamma': 10000.0}",0.1108,16,0.9976,0.5935,20,0.9995,-0.3224,13,-0.0004,0.6565,6,0.9991

,param_classifier,param_classifier__C,param_classifier__gamma,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
0,"SVC(C=10.0, gamma=0.001)",0.0001,0.0001,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 0.0001}",0.1178,21,0.1557,0.6454,28,0.6636,-0.3527,18,-0.336,0.5885,18,0.592
1,"SVC(C=10.0, gamma=0.001)",0.0001,0.001,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 0.001}",0.1178,21,0.1557,0.6454,28,0.6636,-0.3527,18,-0.336,0.5885,18,0.592
2,"SVC(C=10.0, gamma=0.001)",0.0001,0.01,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 0.01}",0.1178,21,0.156,0.6457,24,0.664,-0.3527,18,-0.3359,0.5881,29,0.5919
3,"SVC(C=10.0, gamma=0.001)",0.0001,0.1,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 0.1}",0.1202,15,0.1573,0.6499,14,0.6656,-0.3527,18,-0.3365,0.5838,60,0.5899
4,"SVC(C=10.0, gamma=0.001)",0.0001,1.0,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 1.0}",0.1154,40,0.1637,0.6519,4,0.6678,-0.3542,41,-0.3359,0.5797,72,0.5895
5,"SVC(C=10.0, gamma=0.001)",0.0001,10.0,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 10.0}",0.113,51,0.1637,0.6415,39,0.6668,-0.3566,79,-0.333,0.583,64,0.5953
6,"SVC(C=10.0, gamma=0.001)",0.0001,100.0,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 100.0}",0.1106,54,0.1637,0.6383,42,0.6656,-0.3558,52,-0.3313,0.5879,33,0.601
7,"SVC(C=10.0, gamma=0.001)",0.0001,1000.0,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 1000.0}",0.1106,54,0.1637,0.6383,42,0.6655,-0.3558,52,-0.331,0.5879,33,0.6019
8,"SVC(C=10.0, gamma=0.001)",0.0001,10000.0,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.0001, 'classifier__gamma': 10000.0}",0.1106,54,0.1637,0.6383,42,0.6655,-0.3558,52,-0.331,0.5879,33,0.6019
9,"SVC(C=10.0, gamma=0.001)",0.001,0.0001,"{'classifier': SVC(C=10.0, gamma=0.001), 'classifier__C': 0.001, 'classifier__gamma': 0.0001}",0.1178,21,0.1557,0.6454,28,0.6636,-0.3527,18,-0.336,0.5885,18,0.592
